id,location,event_type,feature,volume,resource_type,severity_type,fault_severity
7130,location 816,event_type 11,feature 170,2,resource_type 8,severity_type 1,0
13070,location 846,event_type 15,feature 82,16,resource_type 8,severity_type 2,2
10153,location 270,event_type 35,feature 308,1,resource_type 2,severity_type 2,0
3101,location 244,event_type 34,feature 312,32,resource_type 2,severity_type 2,0
5075,location 782,event_type 8,feature 81,10,resource_type 8,severity_type 1,0
3736,location 712,event_type 11,feature 201,2,resource_type 8,severity_type 1,0
16064,location 1008,event_type 15,feature 82,8,resource_type 8,severity_type 2,2
12893,location 1061,event_type 15,feature 82,10,resource_type 8,severity_type 2,1
5899,location 808,event_type 15,feature 71,1,resource_type 8,severity_type 2,0
3195,location 816,event_type 11,feature 47,2,resource_type 4,severity_type 1,1
8422,location 1120,event_type 11,feature 87,3,resource_type 8,severity_type 1,1
4223,location 509,event_type 35,feature 232,4,resource_type 2,severity_type 2,0
9263,location 600,event_type 15,feature 82,24,resource_type 8,severity_type 2,1
4833,location 107,event_type 34,feature 312,9,resource_type 2,severity_type 2,1
7284,location 763,event_type 15,feature 82,28,resource_type 8,severity_type 2,2
13689,location 1103,event_type 38,feature 317,1,resource_type 1,severity_type 1,1
1574,location 1008,event_type 11,feature 203,3,resource_type 8,severity_type 1,0
8987,location 607,event_type 11,feature 11,1,resource_type 8,severity_type 2,0
15944,location 373,event_type 34,feature 232,72,resource_type 2,severity_type 2,0
9441,location 102,event_type 35,feature 228,5,resource_type 2,severity_type 2,1
16147,location 946,event_type 11,feature 73,1,resource_type 8,severity_type 2,0
3994,location 976,event_type 11,feature 193,11,resource_type 8,severity_type 1,2
777,location 1023,event_type 30,feature 218,1,resource_type 9,severity_type 1,1
13142,location 466,event_type 34,feature 314,28,resource_type 2,severity_type 2,0
10146,location 1072,event_type 11,feature 81,14,resource_type 8,severity_type 1,0
9583,location 126,event_type 35,feature 313,8,resource_type 2,severity_type 2,0
3629,location 1005,event_type 20,feature 219,1,resource_type 2,severity_type 1,0
9081,location 845,event_type 15,feature 203,3,resource_type 8,severity_type 2,1
9611,location 1042,event_type 15,feature 203,3,resource_type 8,severity_type 2,1
984,location 445,event_type 34,feature 312,8,resource_type 2,severity_type 2,0
8344,location 301,event_type 34,feature 227,1,resource_type 2,severity_type 2,0
11252,location 600,event_type 15,feature 82,30,resource_type 8,severity_type 2,0
10282,location 445,event_type 35,feature 312,1,resource_type 2,severity_type 2,0
10561,location 1018,event_type 11,feature 80,1,resource_type 8,severity_type 1,0
6715,location 1011,event_type 11,feature 74,1,resource_type 8,severity_type 1,1
11753,location 661,event_type 22,feature 197,1,resource_type 7,severity_type 4,1
2432,location 923,event_type 11,feature 73,2,resource_type 8,severity_type 1,0
15157,location 1049,event_type 11,feature 73,6,resource_type 8,severity_type 1,2
2627,location 118,event_type 35,feature 232,19,resource_type 2,severity_type 2,0
843,location 895,event_type 42,feature 291,3,resource_type 2,severity_type 1,2
1675,location 91,event_type 35,feature 312,3,resource_type 2,severity_type 2,0
15140,location 957,event_type 11,feature 191,2,resource_type 2,severity_type 2,0
7874,location 126,event_type 35,feature 232,3,resource_type 2,severity_type 2,0
415,location 903,event_type 11,feature 170,19,resource_type 8,severity_type 1,1
4435,location 558,event_type 11,feature 171,1,resource_type 8,severity_type 2,1
7798,location 618,event_type 23,feature 223,1,resource_type 7,severity_type 4,1
16494,location 707,event_type 26,feature 349,1,resource_type 8,severity_type 1,0
8263,location 1010,event_type 11,feature 73,13,resource_type 8,severity_type 2,1
8523,location 742,event_type 54,feature 111,156,resource_type 8,severity_type 1,0
1793,location 1107,event_type 15,feature 82,57,resource_type 8,severity_type 1,2
15593,location 899,event_type 42,feature 376,2,resource_type 2,severity_type 1,1
5545,location 1007,event_type 15,feature 201,2,resource_type 8,severity_type 1,0
5889,location 794,event_type 11,feature 306,1,resource_type 4,severity_type 1,0
15923,location 507,event_type 35,feature 227,2,resource_type 2,severity_type 2,0
2576,location 1038,event_type 11,feature 182,1,resource_type 8,severity_type 1,1
14879,location 326,event_type 35,feature 308,3,resource_type 2,severity_type 2,1
9148,location 903,event_type 11,feature 68,1,resource_type 8,severity_type 2,0
3512,location 145,event_type 20,feature 301,1,resource_type 2,severity_type 1,0
12789,location 1049,event_type 11,feature 81,2,resource_type 8,severity_type 1,0
3941,location 409,event_type 35,feature 233,1,resource_type 2,severity_type 2,1
11052,location 342,event_type 35,feature 315,1,resource_type 2,severity_type 4,0
7720,location 991,event_type 11,feature 207,1,resource_type 8,severity_type 1,2
15625,location 375,event_type 35,feature 313,5,resource_type 2,severity_type 2,1
33,location 473,event_type 34,feature 233,3,resource_type 2,severity_type 2,0
17490,location 584,event_type 11,feature 195,4,resource_type 8,severity_type 1,0
14456,location 808,event_type 11,feature 71,11,resource_type 8,severity_type 1,0
2452,location 116,event_type 34,feature 312,1,resource_type 8,severity_type 1,1
7338,location 1089,event_type 11,feature 54,2,resource_type 8,severity_type 1,1
17440,location 102,event_type 34,feature 308,3,resource_type 2,severity_type 2,0
12038,location 349,event_type 35,feature 232,1,resource_type 2,severity_type 2,0
7179,location 1058,event_type 32,feature 280,1,resource_type 8,severity_type 1,1
10343,location 91,event_type 34,feature 315,226,resource_type 2,severity_type 2,0
49,location 484,event_type 34,feature 315,2,resource_type 2,severity_type 2,0
8163,location 821,event_type 11,feature 82,38,resource_type 8,severity_type 1,2
16950,location 495,event_type 34,feature 313,25,resource_type 2,severity_type 2,0
12761,location 1052,event_type 11,feature 82,18,resource_type 8,severity_type 1,2
5123,location 344,event_type 35,feature 232,2,resource_type 2,severity_type 2,1
14988,location 470,event_type 34,feature 232,2,resource_type 2,severity_type 2,0
10620,location 244,event_type 35,feature 312,23,resource_type 2,severity_type 2,0
6975,location 653,event_type 15,feature 82,4,resource_type 8,severity_type 2,2
9604,location 462,event_type 35,feature 301,3,resource_type 2,severity_type 4,0
3921,location 771,event_type 11,feature 82,310,resource_type 8,severity_type 1,2
16832,location 821,event_type 15,feature 71,1,resource_type 8,severity_type 2,2
17837,location 466,event_type 34,feature 234,21,resource_type 2,severity_type 2,0
11872,location 974,event_type 11,feature 209,2,resource_type 8,severity_type 1,1
14522,location 358,event_type 35,feature 229,1,resource_type 2,severity_type 2,1
13015,location 951,event_type 20,feature 219,1,resource_type 2,severity_type 1,0
9520,location 1046,event_type 14,feature 68,1,resource_type 8,severity_type 2,1
4749,location 309,event_type 20,feature 312,1,resource_type 2,severity_type 1,1
9675,location 653,event_type 15,feature 80,2,resource_type 8,severity_type 1,1
8071,location 133,event_type 35,feature 232,2,resource_type 2,severity_type 2,1
9519,location 931,event_type 15,feature 203,3,resource_type 8,severity_type 2,1
721,location 798,event_type 15,feature 82,14,resource_type 8,severity_type 2,0
1653,location 899,event_type 43,feature 291,5,resource_type 2,severity_type 1,0
13560,location 810,event_type 54,feature 82,23,resource_type 8,severity_type 1,2
12921,location 342,event_type 35,feature 307,1,resource_type 2,severity_type 2,1
2715,location 68,event_type 11,feature 171,7,resource_type 8,severity_type 1,1
5183,location 596,event_type 20,feature 219,1,resource_type 2,severity_type 1,1
1239,location 244,event_type 35,feature 232,25,resource_type 2,severity_type 2,0
17297,location 415,event_type 34,feature 307,2,resource_type 2,severity_type 2,1
10115,location 601,event_type 14,feature 345,1,resource_type 8,severity_type 1,1
11846,location 976,event_type 15,feature 82,2,resource_type 8,severity_type 1,1
10501,location 1052,event_type 15,feature 82,4,resource_type 8,severity_type 2,0
12772,location 466,event_type 35,feature 314,6,resource_type 2,severity_type 2,0
2067,location 1018,event_type 15,feature 80,6,resource_type 8,severity_type 1,0
11585,location 44,event_type 40,feature 365,1,resource_type 2,severity_type 4,0
13940,location 653,event_type 15,feature 82,4,resource_type 8,severity_type 2,2
7131,location 446,event_type 20,feature 134,1,resource_type 2,severity_type 1,0
12352,location 1078,event_type 11,feature 73,16,resource_type 8,severity_type 1,0
3236,location 809,event_type 15,feature 193,1,resource_type 8,severity_type 2,0
13240,location 495,event_type 35,feature 229,1,resource_type 2,severity_type 2,0
581,location 1007,event_type 15,feature 80,1,resource_type 8,severity_type 2,0
6581,location 1019,event_type 15,feature 80,6,resource_type 8,severity_type 2,0
6219,location 674,event_type 11,feature 84,1,resource_type 8,severity_type 1,2
11757,location 673,event_type 11,feature 171,8,resource_type 8,severity_type 1,1
8852,location 774,event_type 15,feature 203,5,resource_type 8,severity_type 2,0
5179,location 846,event_type 15,feature 82,2,resource_type 8,severity_type 2,1
1105,location 467,event_type 35,feature 301,1,resource_type 2,severity_type 1,0
12535,location 1042,event_type 15,feature 82,27,resource_type 8,severity_type 2,1
17546,location 276,event_type 34,feature 312,5,resource_type 2,severity_type 2,0
13201,location 242,event_type 34,feature 314,47,resource_type 2,severity_type 2,0
15848,location 834,event_type 11,feature 82,43,resource_type 2,severity_type 1,0
11224,location 823,event_type 15,feature 80,2,resource_type 8,severity_type 2,0
12147,location 943,event_type 11,feature 170,6,resource_type 8,severity_type 1,0
10776,location 407,event_type 34,feature 312,1,resource_type 2,severity_type 2,1
2363,location 891,event_type 11,feature 73,6,resource_type 8,severity_type 1,0
8994,location 459,event_type 35,feature 312,1,resource_type 2,severity_type 2,0
13847,location 378,event_type 34,feature 232,4,resource_type 2,severity_type 2,0
17436,location 798,event_type 15,feature 203,28,resource_type 8,severity_type 2,2
2541,location 1103,event_type 20,feature 134,1,resource_type 2,severity_type 1,0
1152,location 891,event_type 11,feature 73,4,resource_type 8,severity_type 1,0
17914,location 446,event_type 35,feature 227,1,resource_type 8,severity_type 1,1
2397,location 104,event_type 11,feature 227,2,resource_type 8,severity_type 2,0
10648,location 380,event_type 35,feature 232,6,resource_type 2,severity_type 2,0
8275,location 936,event_type 13,feature 75,1,resource_type 7,severity_type 1,1
7916,location 1106,event_type 11,feature 170,1,resource_type 8,severity_type 1,1
3495,location 979,event_type 7,feature 195,3,resource_type 1,severity_type 1,1
14895,location 794,event_type 23,feature 223,1,resource_type 8,severity_type 1,1
9137,location 704,event_type 15,feature 82,4,resource_type 8,severity_type 2,0
9606,location 252,event_type 35,feature 301,1,resource_type 2,severity_type 4,1
7196,location 723,event_type 11,feature 87,1,resource_type 8,severity_type 1,0
6319,location 584,event_type 11,feature 109,2,resource_type 8,severity_type 2,0
11431,location 34,event_type 11,feature 55,2,resource_type 8,severity_type 1,0
3166,location 839,event_type 11,feature 170,1,resource_type 8,severity_type 1,1
6740,location 707,event_type 15,feature 71,3,resource_type 9,severity_type 2,0
16904,location 846,event_type 15,feature 82,50,resource_type 8,severity_type 2,1
6198,location 655,event_type 15,feature 137,2,resource_type 8,severity_type 1,1
1406,location 735,event_type 11,feature 70,7,resource_type 2,severity_type 1,0
3528,location 879,event_type 11,feature 73,1,resource_type 8,severity_type 1,0
11571,location 463,event_type 35,feature 312,4,resource_type 2,severity_type 2,0
17811,location 1100,event_type 11,feature 82,45,resource_type 8,severity_type 1,1
1658,location 126,event_type 34,feature 312,6,resource_type 2,severity_type 2,0
10400,location 849,event_type 21,feature 135,1,resource_type 2,severity_type 1,0
11824,location 613,event_type 15,feature 71,1,resource_type 8,severity_type 2,0
6831,location 699,event_type 11,feature 68,1,resource_type 8,severity_type 1,0
10938,location 830,event_type 11,feature 170,97,resource_type 8,severity_type 1,0
2440,location 1075,event_type 15,feature 82,20,resource_type 8,severity_type 2,2
13393,location 856,event_type 11,feature 75,1,resource_type 8,severity_type 1,1
16144,location 818,event_type 11,feature 170,1,resource_type 8,severity_type 1,1
9621,location 375,event_type 35,feature 313,20,resource_type 2,severity_type 2,0
3141,location 755,event_type 11,feature 55,4,resource_type 8,severity_type 1,0
13593,location 786,event_type 24,feature 239,2,resource_type 2,severity_type 1,0
15446,location 495,event_type 35,feature 312,19,resource_type 2,severity_type 2,0
8100,location 91,event_type 35,feature 227,2,resource_type 2,severity_type 2,0
8694,location 1015,event_type 11,feature 170,5,resource_type 8,severity_type 1,1
7151,location 834,event_type 15,feature 82,8,resource_type 8,severity_type 2,0
4496,location 693,event_type 11,feature 54,2,resource_type 8,severity_type 1,1
8408,location 790,event_type 24,feature 239,1,resource_type 2,severity_type 1,0
15952,location 1,event_type 11,feature 201,2,resource_type 8,severity_type 1,1
15580,location 798,event_type 15,feature 203,15,resource_type 8,severity_type 2,2
6221,location 909,event_type 11,feature 170,8,resource_type 8,severity_type 1,2
4642,location 793,event_type 11,feature 73,15,resource_type 8,severity_type 1,0
14545,location 465,event_type 34,feature 232,7,resource_type 2,severity_type 2,0
9587,location 967,event_type 11,feature 54,1,resource_type 8,severity_type 4,1
7919,location 724,event_type 11,feature 170,3,resource_type 8,severity_type 1,1
13384,location 139,event_type 35,feature 227,2,resource_type 2,severity_type 2,1
3053,location 793,event_type 24,feature 318,1,resource_type 8,severity_type 1,0
472,location 122,event_type 35,feature 233,7,resource_type 2,severity_type 2,0
811,location 314,event_type 34,feature 312,2,resource_type 2,severity_type 2,0
17966,location 795,event_type 20,feature 219,1,resource_type 2,severity_type 1,0
9770,location 696,event_type 11,feature 54,18,resource_type 8,severity_type 2,0
11806,location 479,event_type 34,feature 234,11,resource_type 2,severity_type 2,0
7108,location 1083,event_type 11,feature 68,2,resource_type 8,severity_type 1,2
16491,location 821,event_type 15,feature 193,2,resource_type 8,severity_type 2,2
8922,location 515,event_type 35,feature 232,99,resource_type 2,severity_type 2,0
14724,location 684,event_type 15,feature 203,18,resource_type 8,severity_type 2,1
7820,location 794,event_type 14,feature 47,3,resource_type 8,severity_type 1,0
13196,location 151,event_type 35,feature 232,2,resource_type 2,severity_type 2,1
1381,location 695,event_type 11,feature 68,1,resource_type 8,severity_type 1,1
17200,location 471,event_type 34,feature 313,4,resource_type 2,severity_type 2,0
914,location 714,event_type 11,feature 170,1,resource_type 8,severity_type 2,1
5891,location 839,event_type 11,feature 170,28,resource_type 8,severity_type 4,0
14452,location 484,event_type 34,feature 310,1,resource_type 2,severity_type 2,0
4493,location 821,event_type 15,feature 71,3,resource_type 8,severity_type 1,0
1822,location 1052,event_type 15,feature 71,1,resource_type 8,severity_type 1,1
4097,location 51,event_type 20,feature 134,1,resource_type 2,severity_type 1,0
3815,location 995,event_type 11,feature 82,22,resource_type 8,severity_type 1,2
14397,location 122,event_type 35,feature 312,6,resource_type 2,severity_type 2,0
262,location 994,event_type 11,feature 73,1,resource_type 8,severity_type 2,0
10185,location 1052,event_type 11,feature 82,75,resource_type 8,severity_type 1,2
2464,location 7,event_type 11,feature 70,19,resource_type 8,severity_type 1,0
2725,location 460,event_type 35,feature 312,14,resource_type 2,severity_type 2,1
10474,location 481,event_type 34,feature 230,22,resource_type 2,severity_type 2,0
9198,location 653,event_type 15,feature 201,2,resource_type 8,severity_type 1,2
13354,location 1008,event_type 15,feature 203,14,resource_type 8,severity_type 2,2
12226,location 7,event_type 11,feature 70,6,resource_type 8,severity_type 1,0
12496,location 707,event_type 15,feature 71,6,resource_type 8,severity_type 2,0
2718,location 476,event_type 34,feature 233,1,resource_type 2,severity_type 2,0
4301,location 467,event_type 34,feature 312,6,resource_type 2,severity_type 2,0
11134,location 1083,event_type 11,feature 170,6,resource_type 8,severity_type 1,0
17653,location 1016,event_type 11,feature 182,1,resource_type 8,severity_type 1,1
11079,location 518,event_type 34,feature 229,1,resource_type 2,severity_type 2,0
8096,location 8,event_type 15,feature 56,2,resource_type 8,severity_type 1,0
4721,location 742,event_type 15,feature 201,2,resource_type 8,severity_type 1,0
6069,location 373,event_type 35,feature 312,27,resource_type 2,severity_type 2,0
15313,location 466,event_type 35,feature 312,3,resource_type 2,severity_type 2,0
18179,location 627,event_type 11,feature 306,3,resource_type 8,severity_type 1,0
10587,location 256,event_type 35,feature 232,1,resource_type 2,severity_type 2,0
660,location 124,event_type 35,feature 232,2,resource_type 2,severity_type 2,0
16476,location 881,event_type 11,feature 68,13,resource_type 8,severity_type 1,0
6013,location 126,event_type 35,feature 312,9,resource_type 2,severity_type 2,0
3072,location 118,event_type 35,feature 232,18,resource_type 2,severity_type 2,0
18215,location 931,event_type 15,feature 203,8,resource_type 8,severity_type 1,0
9294,location 140,event_type 20,feature 134,1,resource_type 2,severity_type 1,0
12430,location 267,event_type 35,feature 227,1,resource_type 2,severity_type 2,0
412,location 1080,event_type 11,feature 273,2,resource_type 6,severity_type 1,1
5809,location 124,event_type 34,feature 312,2,resource_type 2,severity_type 2,0
8808,location 495,event_type 34,feature 316,1,resource_type 2,severity_type 2,0
4576,location 477,event_type 34,feature 314,37,resource_type 2,severity_type 2,0
7344,location 424,event_type 34,feature 315,1,resource_type 2,severity_type 2,0
3965,location 91,event_type 34,feature 235,162,resource_type 2,severity_type 2,0
12984,location 942,event_type 13,feature 273,1,resource_type 8,severity_type 1,0
6890,location 844,event_type 11,feature 206,2,resource_type 8,severity_type 1,1
10645,location 710,event_type 11,feature 73,2,resource_type 8,severity_type 2,0
8309,location 1104,event_type 20,feature 219,1,resource_type 2,severity_type 1,0
17659,location 1031,event_type 11,feature 170,6,resource_type 8,severity_type 1,0
836,location 128,event_type 35,feature 312,1,resource_type 2,severity_type 4,0
11692,location 628,event_type 11,feature 207,1,resource_type 8,severity_type 1,0
14575,location 768,event_type 11,feature 55,3,resource_type 8,severity_type 1,0
11586,location 1050,event_type 11,feature 163,1,resource_type 8,severity_type 4,1
9052,location 1100,event_type 15,feature 203,6,resource_type 8,severity_type 1,0
2932,location 957,event_type 54,feature 360,2,resource_type 2,severity_type 4,1
14215,location 692,event_type 11,feature 54,1,resource_type 8,severity_type 1,0
18536,location 821,event_type 11,feature 71,1,resource_type 8,severity_type 1,0
14795,location 469,event_type 34,feature 232,7,resource_type 2,severity_type 2,0
12215,location 122,event_type 34,feature 233,1,resource_type 2,severity_type 2,0
8179,location 839,event_type 11,feature 68,1,resource_type 8,severity_type 1,0
12194,location 1008,event_type 15,feature 203,2,resource_type 8,severity_type 2,0
12186,location 1093,event_type 11,feature 219,1,resource_type 8,severity_type 1,0
11594,location 479,event_type 35,feature 312,1,resource_type 2,severity_type 2,0
3346,location 277,event_type 34,feature 307,1,resource_type 2,severity_type 2,0
18155,location 124,event_type 35,feature 307,1,resource_type 2,severity_type 2,0
12908,location 444,event_type 34,feature 219,1,resource_type 2,severity_type 1,0
4960,location 821,event_type 11,feature 203,10,resource_type 8,severity_type 1,0
12046,location 627,event_type 22,feature 306,9,resource_type 8,severity_type 1,0
2832,location 1061,event_type 15,feature 82,4,resource_type 8,severity_type 2,2
6907,location 325,event_type 35,feature 301,1,resource_type 2,severity_type 1,0
14713,location 155,event_type 34,feature 301,2,resource_type 2,severity_type 2,0
12087,location 1100,event_type 11,feature 82,10,resource_type 8,severity_type 1,2
10809,location 893,event_type 43,feature 375,1,resource_type 2,severity_type 1,0
6754,location 696,event_type 11,feature 54,1,resource_type 8,severity_type 1,0
14182,location 1104,event_type 15,feature 80,1,resource_type 8,severity_type 2,0
13742,location 977,event_type 30,feature 133,3,resource_type 9,severity_type 5,1
7178,location 485,event_type 35,feature 312,11,resource_type 2,severity_type 2,0
2139,location 505,event_type 35,feature 313,11,resource_type 2,severity_type 2,0
7278,location 519,event_type 34,feature 312,8,resource_type 2,severity_type 2,0
10398,location 124,event_type 34,feature 315,1,resource_type 2,severity_type 2,0
9681,location 943,event_type 11,feature 170,6,resource_type 8,severity_type 1,0
12284,location 1031,event_type 11,feature 54,6,resource_type 8,severity_type 1,1
15001,location 1042,event_type 15,feature 82,10,resource_type 8,severity_type 2,2
14164,location 507,event_type 34,feature 314,4,resource_type 2,severity_type 2,0
17405,location 707,event_type 15,feature 71,1,resource_type 8,severity_type 2,0
9927,location 288,event_type 11,feature 94,1,resource_type 8,severity_type 1,1
439,location 842,event_type 24,feature 239,1,resource_type 2,severity_type 1,0
2731,location 845,event_type 15,feature 203,7,resource_type 8,severity_type 2,0
9501,location 1024,event_type 11,feature 73,5,resource_type 8,severity_type 1,0
14206,location 931,event_type 15,feature 82,3,resource_type 8,severity_type 1,1
5196,location 1107,event_type 11,feature 193,15,resource_type 8,severity_type 1,0
18448,location 9,event_type 11,feature 193,41,resource_type 8,severity_type 1,0
2817,location 600,event_type 15,feature 82,14,resource_type 8,severity_type 2,0
13615,location 1084,event_type 11,feature 170,1,resource_type 8,severity_type 1,1
11194,location 1032,event_type 11,feature 170,2,resource_type 8,severity_type 1,1
7848,location 390,event_type 35,feature 312,7,resource_type 2,severity_type 2,1
15143,location 124,event_type 34,feature 315,3,resource_type 2,severity_type 2,0
12912,location 491,event_type 34,feature 315,9,resource_type 2,severity_type 2,0
2241,location 470,event_type 11,feature 44,1,resource_type 8,severity_type 2,0
7740,location 821,event_type 15,feature 198,1,resource_type 8,severity_type 1,1
7828,location 684,event_type 15,feature 203,2,resource_type 8,severity_type 2,1
17080,location 839,event_type 20,feature 134,1,resource_type 2,severity_type 1,0
6054,location 653,event_type 15,feature 82,12,resource_type 8,severity_type 2,2
8112,location 122,event_type 35,feature 235,2,resource_type 2,severity_type 2,0
14561,location 468,event_type 34,feature 312,5,resource_type 2,severity_type 2,0
16244,location 793,event_type 11,feature 195,3,resource_type 8,severity_type 2,0
794,location 646,event_type 11,feature 203,2,resource_type 8,severity_type 1,0
4913,location 380,event_type 34,feature 232,5,resource_type 2,severity_type 2,0
15706,location 691,event_type 20,feature 75,6,resource_type 8,severity_type 1,0
17636,location 834,event_type 15,feature 82,18,resource_type 8,severity_type 2,2
2866,location 931,event_type 15,feature 82,30,resource_type 8,severity_type 1,2
2282,location 704,event_type 15,feature 82,14,resource_type 8,severity_type 1,2
15141,location 919,event_type 11,feature 202,4,resource_type 8,severity_type 1,1
225,location 839,event_type 11,feature 68,12,resource_type 8,severity_type 1,0
14540,location 1026,event_type 13,feature 68,1,resource_type 6,severity_type 1,1
14948,location 1067,event_type 11,feature 54,2,resource_type 8,severity_type 1,1
14715,location 838,event_type 11,feature 55,1,resource_type 8,severity_type 2,0
2852,location 760,event_type 11,feature 54,2,resource_type 8,severity_type 2,0
6747,location 1019,event_type 15,feature 80,2,resource_type 8,severity_type 2,0
12050,location 860,event_type 20,feature 134,1,resource_type 2,severity_type 1,0
10005,location 802,event_type 13,feature 54,1,resource_type 8,severity_type 1,0
841,location 949,event_type 11,feature 54,2,resource_type 8,severity_type 1,1
3785,location 963,event_type 11,feature 109,1,resource_type 8,severity_type 1,0
275,location 704,event_type 15,feature 203,8,resource_type 8,severity_type 2,2
16392,location 239,event_type 34,feature 232,4,resource_type 2,severity_type 2,0
8681,location 375,event_type 35,feature 313,33,resource_type 2,severity_type 2,0
9687,location 469,event_type 34,feature 232,44,resource_type 2,severity_type 2,0
13803,location 1117,event_type 11,feature 55,2,resource_type 8,severity_type 2,0
343,location 375,event_type 34,feature 233,5,resource_type 2,severity_type 2,0
13743,location 878,event_type 11,feature 195,83,resource_type 8,severity_type 1,0
9845,location 613,event_type 15,feature 71,1,resource_type 8,severity_type 1,2
4076,location 790,event_type 23,feature 134,1,resource_type 7,severity_type 1,0
656,location 481,event_type 34,feature 310,29,resource_type 2,severity_type 2,0
6147,location 897,event_type 43,feature 375,1,resource_type 2,severity_type 1,1
12267,location 957,event_type 11,feature 202,2,resource_type 8,severity_type 2,0
1262,location 902,event_type 11,feature 273,1,resource_type 8,severity_type 1,1
7268,location 821,event_type 15,feature 203,1,resource_type 8,severity_type 2,1
15161,location 1095,event_type 18,feature 179,2,resource_type 10,severity_type 1,0
11400,location 827,event_type 11,feature 55,1,resource_type 8,severity_type 1,1
4236,location 885,event_type 11,feature 73,11,resource_type 8,severity_type 2,0
15730,location 1078,event_type 11,feature 202,1,resource_type 8,severity_type 2,0
5112,location 704,event_type 11,feature 193,1,resource_type 8,severity_type 1,2
9363,location 1034,event_type 11,feature 54,3,resource_type 8,severity_type 1,0
7290,location 600,event_type 15,feature 203,2,resource_type 8,severity_type 2,0
13660,location 638,event_type 42,feature 283,3,resource_type 2,severity_type 1,0
2409,location 912,event_type 11,feature 170,1,resource_type 8,severity_type 1,1
18440,location 603,event_type 11,feature 170,24,resource_type 8,severity_type 1,1
13239,location 1030,event_type 11,feature 54,1,resource_type 8,severity_type 2,0
12291,location 664,event_type 11,feature 171,7,resource_type 8,severity_type 1,0
14858,location 756,event_type 11,feature 87,3,resource_type 8,severity_type 1,1
7330,location 485,event_type 35,feature 312,5,resource_type 2,severity_type 2,0
17362,location 851,event_type 13,feature 68,6,resource_type 6,severity_type 1,0
1210,location 448,event_type 34,feature 232,2,resource_type 2,severity_type 1,0
2878,location 373,event_type 35,feature 232,75,resource_type 2,severity_type 2,0
4152,location 1107,event_type 15,feature 82,2,resource_type 8,severity_type 2,0
2622,location 137,event_type 11,feature 312,2,resource_type 2,severity_type 2,0
9462,location 914,event_type 11,feature 170,8,resource_type 8,severity_type 1,2
15985,location 460,event_type 34,feature 312,5,resource_type 2,severity_type 2,1
11376,location 477,event_type 35,feature 312,11,resource_type 2,severity_type 2,0
6567,location 763,event_type 15,feature 203,12,resource_type 8,severity_type 2,0
13097,location 445,event_type 35,feature 232,8,resource_type 2,severity_type 2,0
16084,location 573,event_type 20,feature 134,1,resource_type 2,severity_type 1,0
3456,location 924,event_type 11,feature 222,1,resource_type 6,severity_type 1,2
4221,location 126,event_type 35,feature 235,5,resource_type 2,severity_type 2,0
15977,location 866,event_type 11,feature 209,2,resource_type 8,severity_type 1,2
958,location 313,event_type 34,feature 313,2,resource_type 2,severity_type 2,0
5405,location 469,event_type 34,feature 234,10,resource_type 2,severity_type 2,0
3913,location 123,event_type 34,feature 312,1,resource_type 2,severity_type 2,0
16379,location 468,event_type 35,feature 232,10,resource_type 2,severity_type 2,0
13728,location 821,event_type 15,feature 82,7,resource_type 8,severity_type 1,0
13641,location 790,event_type 23,feature 306,1,resource_type 7,severity_type 4,0
8262,location 519,event_type 34,feature 235,1,resource_type 2,severity_type 2,0
615,location 445,event_type 35,feature 232,4,resource_type 2,severity_type 2,1
6640,location 667,event_type 20,feature 219,1,resource_type 2,severity_type 1,0
15214,location 919,event_type 54,feature 362,2,resource_type 2,severity_type 4,0
377,location 735,event_type 11,feature 70,3,resource_type 8,severity_type 1,0
9192,location 441,event_type 35,feature 232,2,resource_type 2,severity_type 2,0
15390,location 242,event_type 34,feature 234,2,resource_type 2,severity_type 2,0
2068,location 735,event_type 11,feature 191,1,resource_type 8,severity_type 1,0
1482,location 22,event_type 20,feature 134,1,resource_type 2,severity_type 1,0
14888,location 465,event_type 34,feature 232,24,resource_type 2,severity_type 2,0
17378,location 532,event_type 27,feature 39,2,resource_type 3,severity_type 4,0
14406,location 661,event_type 11,feature 170,1,resource_type 7,severity_type 1,0
11336,location 135,event_type 35,feature 315,1,resource_type 2,severity_type 2,0
3201,location 102,event_type 35,feature 312,1,resource_type 2,severity_type 4,0
715,location 445,event_type 35,feature 232,11,resource_type 2,severity_type 2,0
1582,location 476,event_type 35,feature 309,45,resource_type 2,severity_type 2,0
18117,location 706,event_type 11,feature 54,1,resource_type 8,severity_type 1,0
4566,location 794,event_type 23,feature 223,1,resource_type 7,severity_type 1,0
1044,location 744,event_type 23,feature 306,1,resource_type 7,severity_type 4,0
4227,location 382,event_type 35,feature 312,1,resource_type 2,severity_type 4,1
3092,location 381,event_type 35,feature 219,1,resource_type 2,severity_type 1,0
1762,location 1053,event_type 11,feature 172,2,resource_type 8,severity_type 1,1
9289,location 742,event_type 54,feature 201,6,resource_type 8,severity_type 2,0
2099,location 897,event_type 44,feature 376,1,resource_type 2,severity_type 4,0
7603,location 477,event_type 34,feature 229,3,resource_type 2,severity_type 2,0
13147,location 7,event_type 11,feature 70,1,resource_type 8,severity_type 1,0
16953,location 242,event_type 34,feature 312,27,resource_type 2,severity_type 2,0
15346,location 891,event_type 11,feature 195,2,resource_type 8,severity_type 1,0
971,location 485,event_type 34,feature 312,4,resource_type 2,severity_type 2,0
